RXF393	ACHN	UO-31	NCI-H226	NCI-H322M	UACC-257	SK-MEL-2	A549	UACC-62	HOP 92	EKVX	NCI-H23	HOP 62	HCC2998	HCT-15	COLO 205	SNB-19	SW-620	KM12	HT-29	HCT-116	TK-10	SN12C	HL-60(TB)	CCRF-CEM	786-0	CAKI-1	A498	PC-3	SK-MEL-28	SK-MEL-5	RPMI 8226	SR	K-562	MOLT-4	M14	MDA-MB-435	MALME-3M	LOX-IMVI	SK-OV-3	DU-145	NCI-H460	NCI-H522	IGR-OV1	NCI/ADR-RES	OVCAR-3	OVCAR-8	OVCAR-4	OVCAR-5	SNB-75	U251	HS-578T	BT-549	MDA-MB-231	MCF-7	SF-539	T-47D	SF-268	SF-295
5P_tRNA-Asn-GTT-2-5	6.01481067076028	0	7.02478084742097	0	0	0	4.66173299722123	6.24373414406927	0	7.43180184876563	0	0	0	0	8.21457588404529	6.62924385012297	0	7.56714559203522	8.25474699778566	6.4596790209277	7.45151477905579	0	0	6.69561442131029	7.47575918370487	6.13616756143103	6.62842616884326	5.25482745416626	0	6.92019941645516	5.07762795463281	4.45220557534419	7.10923802983866	4.21803789478062	7.19704849249181	6.48273543068317	6.03076628209002	0	6.35747868176145	4.57811043056788	7.55575239000865	0	7.35985331223055	0	6.32508836671681	0	5.21709088728449	8.36854207310104	6.92789561993639	6.19426307751877	0	6.59059136148813	0	0	0	8.21172823659609	7.46590335237683	8.18829035294779	7.47580724194519
5P_tRNA-Asn-GTT-6-1	0	6.06289471499455	5.05764108501502	0	7.34234729775972	0	0	0	0	0	0	0	6.37179380058517	0	0	0	0	0	5.47545728299078	5.47597805369144	0	3.96455184776292	7.37728671045322	0	0	0	5.07233696139624	6.81437777659614	5.67588303692725	0	0	0	0	0	0	4.53033616489921	0	0	0	0	0	0	6.36860958559019	6.25085162992538	0	0	4.50575356268803	6.06396949150399	0	0	0	6.59059136148813	0	4.49688856009548	7.24340051059917	5.24539634012247	0	0	0
5P_tRNA-Asp-GTC-2-10	5.03695177509598	4.52046017369554	0	0	0	0	0	0	0	0	0	0	0	0	6.22907288633415	5.32901250953341	0	7.56714559203522	6.45915233231274	0	0	0	0	0	0	0	0	0	5.67588303692725	0	0	0	0	0	0	4.53033616489921	0	12.922902544282	0	0	0	0	0	5.26967271959841	0	5.8647931792263	0	0	4.40099245298256	0	0	0	0	0	0	0	0	0	0
5P_tRNA-Asp-GTC-2-11	0	6.47252697787014	5.05764108501502	7.54886163885367	0	0	4.66173299722123	0	8.14890517070181	0	0	0	0	5.79445991364441	0	5.90196156369748	0	0	5.47545728299078	5.47597805369144	0	0	0	0	0	0	0	6.81437777659614	0	0	0	0	0	0	6.35689591538972	4.53033616489921	0	0	0	0	0	0	6.36860958559019	5.26967271959841	0	0	0	0	0	6.19426307751877	0	0	0	3.55941039804023	0	5.24539634012247	0	0	5.1859387341114
5P_tRNA-Asp-GTC-2-6	6.01481067076028	4.52046017369554	6.03581763109874	0	0	0	5.63294918775049	0	8.14890517070181	0	7.69760680023886	0	0	0	0	6.889847239526	9.46344597411209	7.56714559203522	6.45915233231274	8.0336722922318	7.45151477905579	3.96455184776292	7.37728671045322	7.42700182833329	6.48384138613396	7.12587502747174	0	5.25482745416626	5.67588303692725	6.34118068592053	5.07762795463281	0	8.1040039756397	0	4.10371109298139	7.28316020315331	0	0	0	4.57811043056788	5.57857409814757	0	8.35545516512132	6.25085162992538	6.32508836671681	0	4.50575356268803	6.06396949150399	7.14859437824442	7.76603059564772	0	7.07173482096063	5.90501463176071	7.14222298716209	7.24340051059917	5.24539634012247	0	5.75094576691795	0
5P_tRNA-Asp-GTC-2-8	0	0	11.3892363757406	0	7.34234729775972	0	0	0	11.3143049691982	0	0	6.86381083939294	0	0	0	4.36446404191953	7.8825648716753	11.8818284866563	5.47545728299078	0	0	3.96455184776292	0	5.13822384988898	0	0	0	0	0	0	0	5.4188702324991	0	4.21803789478062	4.10371109298139	4.53033616489921	0	0	0	5.54759063863588	5.57857409814757	7.1535767136812	6.36860958559019	5.84211514838645	0	0	3.95219915741219	0	4.40099245298256	8.17941020419124	9.53395110702568	0	5.90501463176071	0	8.23863201648204	0	9.78128827815247	0	0
5P_tRNA-Cys-GCA-11-1	8.45587063750249	7.27290241974447	8.60233830445143	0	0	0	0	7.23418355862606	9.14636149078668	0	7.69760680023886	8.85449064589696	8.35866851393658	0	0	6.889847239526	7.8825648716753	8.56333686469879	7.45093022943055	6.4596790209277	9.44531981998627	4.91759004067701	7.37728671045322	5.13822384988898	6.74418675221743	8.12070109284933	8.61744794603268	9.12601432774183	7.24190817600271	0	6.05610700549633	6.72042102045747	0	0	6.35689591538972	4.53033616489921	6.03076628209002	0	0	6.85089206526015	5.57857409814757	7.73515762403445	7.35985331223055	6.5689858621656	0	6.85236133058354	5.69139325366286	7.05314678715914	7.66011393809792	9.17691979038274	0	5.29094464789912	6.89292602471799	7.43986706899782	7.24340051059917	7.21658633828505	8.46181735062127	5.75094576691795	7.15590387901625
5P_tRNA-Cys-GCA-15-1	0	6.06289471499455	0	0	0	0	0	6.24373414406927	0	0	0	0	0	5.79445991364441	0	8.29726130193955	0	0	5.47545728299078	0	0	0	0	0	4.22499087831266	0	0	0	0	0	0	0	0	0	5.63161741850689	0	0	0	0	0	0	0	6.36860958559019	6.82948547224008	0	0	3.95219915741219	0	0	6.19426307751877	8.53589591408849	4.32733222238469	0	0	0	0	0	0	0
5P_tRNA-Cys-GCA-2-3	0	4.52046017369554	0	0	7.34234729775972	0	0	0	0	0	0	0	6.37179380058517	0	0	5.90196156369748	0	0	0	0	0	5.48655264485963	7.37728671045322	0	4.22499087831266	0	5.07233696139624	6.23581040785813	0	0	0	0	7.10923802983866	0	0	0	0	0	0	4.57811043056788	0	0	0	4.30659393045266	0	0	3.04251808469122	0	4.40099245298256	8.76271290679946	0	4.32733222238469	0	0	0	0	0	0	0
5P_tRNA-Cys-GCA-3-1	0	5.48868230967008	6.03581763109874	0	7.34234729775972	0	4.66173299722123	0	0	0	7.69760680023886	0	0	5.79445991364441	6.22907288633415	4.36446404191953	0	0	5.47545728299078	0	0	0	0	0	0	0	0	5.25482745416626	0	0	0	0	0	0	5.06113189702456	5.49877748245473	0	0	0	0	0	0	0	0	0	0	0	0	0	6.19426307751877	8.53589591408849	4.32733222238469	0	0	0	0	7.46590335237683	4.77748974240264	0
5P_tRNA-Cys-GCA-4-1	5.03695177509598	0	0	7.54886163885367	0	0	4.66173299722123	0	0	0	0	0	0	5.79445991364441	0	4.36446404191953	7.8825648716753	0	0	0	0	3.96455184776292	0	5.13822384988898	5.18589173206049	0	5.07233696139624	5.25482745416626	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.26967271959841	0	0	0	0	4.40099245298256	0	0	0	0	0	0	0	7.46590335237683	0	0
5P_tRNA-Cys-GCA-5-1	0	6.47252697787014	0	0	0	0	0	0	0	0	0	0	6.37179380058517	0	0	7.47074892089163	0	7.56714559203522	5.47545728299078	5.47597805369144	0	3.96455184776292	8.9564526440201	0	4.22499087831266	0	7.35954710854795	0	6.66170337091373	0	0	0	8.68721756332993	0	0	0	0	0	0	0	0	0	6.36860958559019	5.26967271959841	0	0	3.95219915741219	0	4.40099245298256	7.18437817176429	8.53589591408849	0	0	0	0	0	0	0	0
5P_tRNA-Cys-GCA-7-1	0	6.06289471499455	0	7.54886163885367	0	0	0	0	0	0	0	0	0	0	0	5.32901250953341	0	7.56714559203522	0	0	0	0	0	5.13822384988898	4.22499087831266	0	5.07233696139624	5.25482745416626	0	5.35886646720255	0	0	0	0	5.06113189702456	0	0	0	0	0	5.57857409814757	0	0	5.84211514838645	0	0	0	0	5.36643797063507	7.18437817176429	0	5.29094464789912	0	6.0386119437437	0	0	7.46590335237683	0	0
5P_tRNA-Cys-GCA-9-1	0	7.05206391461394	6.6134316654015	7.54886163885367	7.34234729775972	0	4.66173299722123	6.24373414406927	0	8.4276179723385	9.69238511167117	6.86381083939294	0	0	0	6.62924385012297	7.8825648716753	9.88297488738627	6.45915233231274	0	7.45151477905579	4.91759004067701	0	6.11759446054107	7.15585588817647	0	8.20363438282046	7.80795417021124	6.66170337091373	0	0	0	8.1040039756397	0	7.19704849249181	5.49877748245473	0	0	0	0	7.87614612460966	7.1535767136812	0	4.30659393045266	6.32508836671681	5.8647931792263	3.95219915741219	7.05314678715914	5.36643797063507	9.49834928621127	10.5329777194826	4.32733222238469	5.90501463176071	5.77996023422705	0	0	9.45977000189246	0	0
5P_tRNA-Cys-GCA-9-2	0	6.06289471499455	6.6134316654015	8.5450042695559	0	0	0	6.24373414406927	8.14890517070181	0	0	6.86381083939294	0	6.78140416124274	6.22907288633415	4.36446404191953	0	0	6.45915233231274	5.47597805369144	8.44738776344794	0	0	5.13822384988898	6.16593747647212	0	6.62842616884326	6.23581040785813	0	0	0	4.45220557534419	0	6.47657687661191	5.63161741850689	4.53033616489921	0	0	6.35747868176145	4.57811043056788	7.55575239000865	0	7.35985331223055	7.69817707373273	0	0	3.04251808469122	0	6.34884533088645	10.0826467200252	0	8.841725928412	0	3.55941039804023	7.24340051059917	5.24539634012247	8.46181735062127	5.75094576691795	0
5P_tRNA-Cys-GCA-9-3	5.03695177509598	6.06289471499455	6.6134316654015	0	0	0	0	0	8.14890517070181	0	0	6.86381083939294	0	0	7.21942442216148	6.31095461636534	7.8825648716753	8.56333686469879	0	0	0	0	0	0	5.18589173206049	0	7.03981353477252	6.23581040785813	0	5.35886646720255	0	4.45220557534419	7.10923802983866	0	0	4.53033616489921	0	0	0	4.57811043056788	5.57857409814757	6.16367418584061	7.35985331223055	5.26967271959841	6.32508836671681	0	4.50575356268803	0	0	8.17941020419124	0	4.32733222238469	0	5.06039348655446	7.24340051059917	0	8.46181735062127	4.77748974240264	5.1859387341114
5P_tRNA-Cys-GCA-9-4	0	4.52046017369554	5.05764108501502	7.54886163885367	0	0	0	6.24373414406927	0	0	0	0	0	0	0	5.90196156369748	0	0	0	0	0	0	0	0	0	0	6.05073634572099	5.25482745416626	0	0	0	0	0	0	0	0	6.03076628209002	0	0	0	0	0	0	4.30659393045266	0	0	3.04251808469122	6.06396949150399	0	0	0	0	0	3.55941039804023	0	5.24539634012247	0	0	0
5P_tRNA-Gln-CTG-1-1	0	0	6.6134316654015	0	7.34234729775972	0	0	6.24373414406927	0	0	8.69412777530112	0	0	0	0	5.90196156369748	7.8825648716753	0	0	0	0	0	0	0	0	0	5.07233696139624	0	0	0	0	0	0	0	5.06113189702456	0	0	0	6.35747868176145	0	6.56339980873336	6.16367418584061	0	4.30659393045266	0	6.85236133058354	3.04251808469122	6.06396949150399	4.40099245298256	0	0	5.29094464789912	0	0	8.23863201648204	0	0	0	0
5P_tRNA-Gln-CTG-1-2	5.03695177509598	0	5.05764108501502	0	7.34234729775972	0	0	0	0	6.44013337636448	0	7.8576040719598	0	0	6.22907288633415	4.36446404191953	0	0	0	0	0	0	0	0	6.16593747647212	0	5.07233696139624	6.23581040785813	5.67588303692725	5.35886646720255	6.05610700549633	4.45220557534419	0	5.17874726209729	5.63161741850689	0	0	0	0	4.57811043056788	5.57857409814757	0	0	0	7.3160630811471	5.8647931792263	5.21709088728449	7.05314678715914	4.40099245298256	6.19426307751877	0	4.32733222238469	0	6.44815228321292	0	0	0	5.75094576691795	0
5P_tRNA-Gln-CTG-2-1	0	4.52046017369554	0	0	0	0	0	0	0	0	0	6.86381083939294	0	0	6.22907288633415	0	0	0	5.47545728299078	0	0	0	7.37728671045322	0	0	0	0	5.25482745416626	0	0	6.63382391995025	6.40190919359348	0	5.17874726209729	4.10371109298139	0	0	0	6.35747868176145	0	5.57857409814757	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.1859387341114
5P_tRNA-Gln-CTG-6-1	0	0	5.05764108501502	0	0	0	0	0	0	0	0	6.86381083939294	0	0	0	0	0	0	5.47545728299078	0	0	0	0	0	0	0	5.07233696139624	5.25482745416626	5.67588303692725	0	0	0	0	0	4.10371109298139	0	0	0	0	4.57811043056788	0	7.1535767136812	6.36860958559019	4.30659393045266	0	5.8647931792263	0	0	5.36643797063507	0	8.53589591408849	0	0	3.55941039804023	0	0	0	0	0
5P_tRNA-Gln-TTG-3-3	0	4.52046017369554	5.05764108501502	0	0	0	0	0	0	8.01397644712702	0	0	0	0	0	5.32901250953341	0	0	0	0	0	0	0	0	5.18589173206049	0	0	6.81437777659614	5.67588303692725	0	0	6.40190919359348	0	0	4.10371109298139	0	6.03076628209002	0	0	4.57811043056788	0	0	0	0	0	0	4.50575356268803	0	5.36643797063507	7.18437817176429	8.53589591408849	5.29094464789912	0	0	0	0	7.46590335237683	0	0
5P_tRNA-Glu-CTC-1-1	0	6.06289471499455	5.05764108501502	0	0	0	0	0	0	0	0	0	6.37179380058517	0	7.21942442216148	4.36446404191953	0	0	0	5.47597805369144	0	0	0	0	0	6.13616756143103	5.07233696139624	5.25482745416626	0	0	0	4.45220557534419	8.1040039756397	0	5.63161741850689	4.53033616489921	0	0	0	0	5.57857409814757	0	0	4.30659393045266	0	5.8647931792263	0	6.06396949150399	5.36643797063507	7.18437817176429	0	5.29094464789912	0	3.55941039804023	0	0	0	0	0
5P_tRNA-Glu-CTC-1-7	0	4.52046017369554	5.05764108501502	0	0	0	0	0	0	0	0	0	0	0	0	4.36446404191953	0	0	0	0	0	0	0	0	4.22499087831266	6.13616756143103	0	5.25482745416626	0	5.35886646720255	5.07762795463281	0	0	0	4.10371109298139	0	0	0	6.35747868176145	0	0	0	0	4.30659393045266	0	0	0	0	5.36643797063507	0	0	0	0	3.55941039804023	0	0	7.46590335237683	0	0
5P_tRNA-Glu-TTC-1-2	5.03695177509598	4.52046017369554	6.03581763109874	8.5450042695559	0	0	0	7.23418355862606	8.14890517070181	0	8.69412777530112	0	0	0	0	4.36446404191953	9.46344597411209	8.56333686469879	5.47545728299078	0	0	4.91759004067701	7.37728671045322	0	4.22499087831266	0	6.62842616884326	7.22620704782175	0	5.35886646720255	0	0	0	0	5.06113189702456	0	0	0	0	0	0	7.1535767136812	7.94188520516421	6.25085162992538	0	5.8647931792263	0	0	5.36643797063507	8.17941020419124	8.53589591408849	4.32733222238469	0	4.49688856009548	7.24340051059917	5.24539634012247	8.46181735062127	4.77748974240264	0
