RXF393	ACHN	UO-31	NCI-H226	NCI-H322M	UACC-257	SK-MEL-2	A549	UACC-62	HOP 92	EKVX	NCI-H23	HOP 62	HCC2998	HCT-15	COLO 205	SNB-19	SW-620	KM12	HT-29	HCT-116	TK-10	SN12C	HL-60(TB)	CCRF-CEM	786-0	CAKI-1	A498	PC-3	SK-MEL-28	SK-MEL-5	RPMI 8226	SR	K-562	MOLT-4	M14	MDA-MB-435	MALME-3M	LOX-IMVI	SK-OV-3	DU-145	NCI-H460	NCI-H522	IGR-OV1	NCI/ADR-RES	OVCAR-3	OVCAR-8	OVCAR-4	OVCAR-5	SNB-75	U251	HS-578T	BT-549	MDA-MB-231	MCF-7	SF-539	T-47D	SF-268	SF-295
5P_tRNA-Pro-TGG-2-1	6.78242157424849	8.32968181465758	8.08938721901972	0	8.13037812410711	0	6.39204446212594	7.5334377131584	0	7.28010474521035	9.0399993594578	8.1339280524462	7.23865556105255	7.15012392616782	0	7.57393136990002	9.69341527189003	7.33114629405471	6.29978803667852	6.24572249046456	9.28552465663178	4.9624658404336	8.69347160600518	0	6.08471533100418	6.9133511770585	7.58051361245735	8.99394970109349	0	6.11889628242868	4.83391009524471	4.18780351567234	9.17069570982672	4.00786891984203	5.94334553816605	5.84536577980822	5.80983676516216	0	6.18204847047257	6.90561905916993	7.88895396688209	5.9181646290821	8.15865165012862	7.04699192545396	8.35825953340226	5.61554674226876	4.26613405980777	5.84614017433962	7.16409950423403	9.06669321880511	9.89051794613548	7.24618882550538	7.76866585073993	6.55464037985231	10.2941011651389	7.03464403504051	8.21938349572635	0	8.45069201167484
5P_tRNA-Pro-TGG-3-3	0	6.25671968838299	4.8143610080013	7.29199698403476	0	0	0	0	0	0	0	0	0	0	0	5.14817632009443	0	7.33114629405471	5.31798536054297	0	0	0	0	0	6.08471533100418	0	0	7.32208953619845	0	5.13950719743702	0	0	0	0	4.01201964617332	0	0	0	0	0	0	0	0	0	0	5.61554674226876	0	5.84614017433962	0	0	0	4.15035138968771	0	4.29283117424774	0	0	7.22421593053486	0	0
5P_tRNA-SeC-TCA-2-1	0	0	0	7.29199698403476	0	0	0	0	0	6.28935707873887	7.46050789801765	6.55920099626688	0	0	0	0	0	0	0	0	0	0	0	0	5.10581680291084	0	0	0	0	0	4.83391009524471	0	0	0	4.96660202473128	0	0	0	0	0	0	5.9181646290821	0	4.12140816584521	0	0	0	0	0	7.07474212986077	0	0	0	3.36461945808204	0	0	0	0	5.03191679950609
5P_tRNA-Ser-AGA-1-1	5.79546816424908	0	4.8143610080013	0	0	0	0	5.96396623529933	0	0	0	0	0	0	0	4.18829681786447	7.69863323996027	0	0	0	0	0	0	0	4.14711580717588	0	0	6.01362220174587	0	0	0	0	0	0	4.01201964617332	5.2728952946189	0	0	0	0	0	0	0	5.07935572491309	0	0	3.71818228871362	0	5.19396597076141	0	8.3085921658219	0	5.78837754987883	3.36461945808204	0	0	0	4.51779249008501	0
5P_tRNA-Ser-AGA-2-1	0	0	5.78849286845042	0	0	15.4721686896286	0	0	0	0	0	0	6.2481766851706	0	0	0	0	0	0	0	0	0	0	0	4.14711580717588	0	0	0	0	0	0	0	0	0	4.01201964617332	0	5.80983676516216	0	6.18204847047257	4.37960113048283	0	0	0	0	0	0	0	0	4.23284981887206	0	0	0	0	3.36461945808204	0	0	0	0	0
5P_tRNA-Ser-AGA-2-2	0	0	4.8143610080013	0	0	0	0	0	0	0	0	0	0	0	0	4.18829681786447	7.69863323996027	0	0	0	0	0	0	0	0	0	5.7918798054421	5.03578141366379	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.3085921658219	4.15035138968771	0	4.29283117424774	6.98247768824594	0	7.22421593053486	0	0
5P_tRNA-Ser-AGA-2-5	4.82121264224322	4.31224001996388	0	0	0	0	4.44267994849198	5.96396623529933	0	0	0	0	6.2481766851706	0	0	5.14817632009443	0	7.33114629405471	5.31798536054297	0	0	4.00801182344413	0	0	0	0	6.3681360087105	6.01362220174587	0	5.13950719743702	0	4.18780351567234	6.85874638969144	0	0	4.30973516880555	0	0	0	4.37960113048283	0	5.9181646290821	0	0	0	0	3.71818228871362	5.84614017433962	5.19396597076141	6.08540463102311	0	5.10914623826512	0	3.36461945808204	6.98247768824594	0	0	4.51779249008501	0
5P_tRNA-Ser-AGA-2-6	0	5.84795768550529	5.78849286845042	0	0	0	0	0	0	0	0	0	0	0	0	4.18829681786447	9.2789584796884	0	0	0	0	4.00801182344413	7.11546193973144	0	0	0	4.81768782631636	5.03578141366379	0	0	0	0	8.43539804526646	0	4.01201964617332	4.30973516880555	0	0	0	0	0	0	0	0	0	0	0	0	0	8.06938118174774	9.30631522497409	0	0	0	0	0	0	0	0
5P_tRNA-Ser-AGA-3-1	4.82121264224322	4.31224001996388	7.35594861387259	7.29199698403476	7.13551753167803	0	0	0	7.95546851247278	6.28935707873887	0	6.55920099626688	6.2481766851706	0	0	5.71951349201756	8.69515669236099	9.32441103618262	0	0	0	4.9624658404336	7.11546193973144	0	5.10581680291084	0	7.3593768518134	7.80493810805451	0	0	0	5.71900146253311	7.85251774849373	0	7.73385611703583	4.30973516880555	0	0	0	0	0	6.90618616425955	7.74529605497969	6.37545112195843	0	0	4.66230394459321	5.84614017433962	6.49205056059562	9.52539088663244	9.89051794613548	5.10914623826512	5.78837754987883	6.2365440098789	6.98247768824594	0	7.22421593053486	0	0
5P_tRNA-Ser-AGA-4-1	4.82121264224322	4.31224001996388	4.8143610080013	0	0	0	0	5.96396623529933	0	0	0	0	0	0	0	0	0	7.33114629405471	0	5.26461017598867	0	0	0	0	0	0	6.3681360087105	5.03578141366379	0	0	4.83391009524471	4.18780351567234	6.85874638969144	4.00786891984203	4.01201964617332	0	0	0	6.18204847047257	4.37960113048283	5.33410710117128	0	7.16369149159585	4.12140816584521	0	5.61554674226876	3.71818228871362	5.84614017433962	6.17412384931066	0	0	0	0	0	0	0	0	0	0
5P_tRNA-Ser-CGA-3-1	0	0	4.8143610080013	0	0	0	0	0	0	6.28935707873887	0	6.55920099626688	6.2481766851706	0	0	4.18829681786447	0	0	0	5.26461017598867	0	0	0	0	0	0	0	6.01362220174587	0	0	0	4.18780351567234	0	7.0957933048449	0	0	0	0	0	0	0	0	0	0	0	0	2.82383737707661	0	0	6.08540463102311	0	0	0	0	0	0	0	4.51779249008501	0
5P_tRNA-Ser-GCT-1-1	4.82121264224322	4.31224001996388	8.67258298651153	8.28738669178884	0	0	0	0	0	0	0	7.55153122875961	0	0	0	0	10.500023226938	8.3266596176968	0	0	0	0	0	0	5.10581680291084	0	0	5.03578141366379	0	0	0	0	7.85251774849373	0	5.53610193076937	4.30973516880555	0	0	0	0	5.33410710117128	0	0	0	6.05381034286533	0	3.71818228871362	0	5.76573075878442	6.08540463102311	9.30631522497409	0	0	5.56990659411337	6.98247768824594	0	0	4.51779249008501	5.03191679950609
5P_tRNA-Ser-GCT-2-1	0	0	0	0	0	0	0	0	7.95546851247278	0	0	0	0	0	0	4.18829681786447	7.69863323996027	7.33114629405471	0	0	0	0	0	0	0	0	4.81768782631636	6.01362220174587	0	0	0	0	0	0	0	0	0	0	0	0	5.33410710117128	0	6.17371866225589	4.12140816584521	0	0	0	0	4.23284981887206	6.08540463102311	0	0	0	0	0	0	0	0	0
5P_tRNA-Ser-GCT-4-3	4.82121264224322	5.84795768550529	5.78849286845042	0	7.13551753167803	0	0	0	8.95255948602296	7.28010474521035	8.4564065648612	6.55920099626688	0	0	7.62112582651438	5.14817632009443	0	7.33114629405471	0	0	0	0	0	6.55127701025265	4.14711580717588	5.92527054387858	6.77880057705721	6.01362220174587	0	0	0	5.71900146253311	0	6.256209400438	0	0	6.79692004900776	0	6.18204847047257	0	5.33410710117128	7.90015942849758	7.74529605497969	4.12140816584521	0	0	5.22814880607827	5.84614017433962	4.23284981887206	7.07474212986077	8.3085921658219	5.10914623826512	7.35583188735616	5.25555145199423	0	0	0	4.51779249008501	5.03191679950609
5P_tRNA-Ser-GCT-6-1	0	0	5.78849286845042	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.33114629405471	0	0	0	4.00801182344413	7.11546193973144	0	0	0	0	5.03578141366379	0	0	0	5.14766910448229	0	0	4.96660202473128	0	0	0	0	0	0	5.9181646290821	0	5.65002386973591	0	0	3.71818228871362	0	0	6.08540463102311	9.30631522497409	4.15035138968771	0	4.85304786772246	0	0	0	0	0
5P_tRNA-Ser-TGA-2-1	0	4.31224001996388	8.08938721901972	7.29199698403476	0	0	0	0	7.95546851247278	0	0	0	6.2481766851706	0	7.03982269443784	0	0	0	5.31798536054297	6.24572249046456	7.29244348476966	0	0	0	4.14711580717588	0	4.81768782631636	6.01362220174587	0	0	0	0	0	0	0	0	0	0	0	0	5.33410710117128	0	6.17371866225589	4.12140816584521	0	5.61554674226876	4.26613405980777	5.84614017433962	6.17412384931066	6.08540463102311	0	0	0	3.36461945808204	0	0	0	0	5.03191679950609
5P_tRNA-Ser-TGA-3-1	4.82121264224322	0	7.93797255618858	0	0	0	0	0	7.95546851247278	0	7.46050789801765	0	0	0	0	4.18829681786447	0	8.3266596176968	0	0	0	0	0	5.97398562506698	5.10581680291084	0	4.81768782631636	5.03578141366379	0	6.11889628242868	0	5.14766910448229	0	4.00786891984203	0	4.30973516880555	0	0	0	4.37960113048283	0	0	7.16369149159585	0	0	5.61554674226876	4.9727918827142	0	4.23284981887206	6.08540463102311	8.3085921658219	4.15035138968771	5.78837754987883	4.29283117424774	0	5.06728289869606	0	4.51779249008501	5.03191679950609
5P_tRNA-Ser-TGA-4-1	0	0	0	0	0	0	4.44267994849198	0	0	0	0	0	0	0	0	6.92617489013741	7.69863323996027	8.3266596176968	5.31798536054297	0	7.29244348476966	0	0	5.97398562506698	6.40238584039503	0	4.81768782631636	7.58362051977582	0	0	0	6.12717529429819	0	0	7.73385611703583	0	0	0	0	4.37960113048283	0	5.9181646290821	7.16369149159585	0	6.05381034286533	0	2.82383737707661	0	5.76573075878442	8.39023469235398	0	0	0	3.36461945808204	6.98247768824594	0	7.22421593053486	0	0
5P_tRNA-Thr-AGT-1-2	0	7.05596579567719	5.78849286845042	7.29199698403476	7.13551753167803	0	5.40912118708691	5.96396623529933	0	0	0	6.55920099626688	0	0	0	6.12768976514772	0	8.3266596176968	0	0	0	4.00801182344413	0	0	7.07404771534139	0	6.3681360087105	7.32208953619845	0	5.13950719743702	0	0	0	0	7.25113763586779	0	0	0	0	0	5.33410710117128	5.9181646290821	0	5.65002386973591	0	0	4.26613405980777	0	4.23284981887206	8.39023469235398	8.3085921658219	4.15035138968771	0	5.56990659411337	0	5.06728289869606	0	0	6.00969768903902
5P_tRNA-Thr-AGT-2-2	0	4.31224001996388	0	0	0	0	0	0	0	0	0	8.1339280524462	6.2481766851706	0	7.03982269443784	0	0	0	0	0	0	0	0	0	5.10581680291084	5.92527054387858	0	0	5.41052474179241	0	4.83391009524471	5.14766910448229	7.85251774849373	4.00786891984203	4.01201964617332	0	0	0	0	4.37960113048283	0	5.9181646290821	0	4.12140816584521	6.05381034286533	0	4.66230394459321	0	0	6.08540463102311	0	0	0	4.29283117424774	0	0	0	5.48595515757823	5.03191679950609
5P_tRNA-Thr-AGT-3-1	0	5.84795768550529	0	0	0	0	0	0	0	0	0	6.55920099626688	0	0	0	0	0	0	0	0	0	0	0	0	4.14711580717588	0	6.3681360087105	5.03578141366379	0	0	0	4.18780351567234	0	0	0	0	5.80983676516216	0	0	0	0	0	6.17371866225589	5.65002386973591	0	0	0	0	4.23284981887206	0	0	0	0	3.36461945808204	6.98247768824594	0	0	0	0
5P_tRNA-Thr-AGT-5-1	4.82121264224322	0	4.8143610080013	0	0	0	0	0	0	0	0	0	0	0	0	4.18829681786447	0	0	5.31798536054297	0	0	0	0	0	0	0	5.7918798054421	6.01362220174587	0	0	0	4.18780351567234	0	0	4.01201964617332	0	0	0	0	0	0	0	0	0	0	0	2.82383737707661	5.84614017433962	5.19396597076141	7.07474212986077	0	4.15035138968771	0	0	0	0	0	0	0
5P_tRNA-Thr-AGT-6-1	0	5.84795768550529	4.8143610080013	0	0	0	0	0	0	6.28935707873887	7.46050789801765	0	0	0	0	5.71951349201756	0	8.3266596176968	5.31798536054297	0	0	4.00801182344413	8.11025045779864	0	4.14711580717588	5.92527054387858	0	7.58362051977582	0	0	0	4.18780351567234	0	0	0	0	0	0	0	0	0	5.9181646290821	0	4.12140816584521	0	0	4.26613405980777	5.84614017433962	5.76573075878442	0	0	5.10914623826512	0	3.36461945808204	0	0	0	0	0
5P_tRNA-Thr-CGT-1-1	0	4.31224001996388	0	0	0	0	0	0	8.95255948602296	0	7.46050789801765	0	0	0	0	4.18829681786447	0	0	0	0	0	0	0	0	6.08471533100418	0	0	0	0	0	0	4.18780351567234	0	0	5.53610193076937	0	0	0	0	0	0	0	6.17371866225589	5.07935572491309	6.05381034286533	0	2.82383737707661	0	5.76573075878442	0	0	0	0	3.36461945808204	0	0	7.22421593053486	0	0
5P_tRNA-Thr-CGT-3-1	7.10172613318864	4.31224001996388	5.78849286845042	0	0	0	0	0	0	6.28935707873887	0	0	0	5.58533407463231	0	0	0	0	6.29978803667852	0	0	0	0	4.99675723287257	0	5.92527054387858	4.81768782631636	5.03578141366379	0	6.11889628242868	0	0	0	0	0	4.30973516880555	5.80983676516216	0	6.18204847047257	0	6.31611326204071	0	6.17371866225589	4.12140816584521	0	0	5.80022400616314	0	4.23284981887206	6.08540463102311	0	5.10914623826512	5.78837754987883	0	0	5.06728289869606	0	4.51779249008501	0
5P_tRNA-Thr-CGT-4-1	6.37174606066935	4.31224001996388	6.36472854638919	0	7.13551753167803	0	0	5.96396623529933	0	9.08081433897227	7.46050789801765	6.55920099626688	0	5.58533407463231	6.0507454362995	5.71951349201756	8.69515669236099	8.3266596176968	0	5.26461017598867	0	0	7.11546193973144	6.96246360148826	4.14711580717588	5.92527054387858	7.58051361245735	7.00241364119802	0	5.13950719743702	6.38474879779117	5.71900146253311	6.85874638969144	5.53177203116807	6.52047181314806	5.84536577980822	0	0	6.18204847047257	0	5.33410710117128	6.90618616425955	0	5.07935572491309	0	6.60075836562893	6.08501564260699	0	6.17412384931066	6.08540463102311	0	6.08809376458357	0	4.29283117424774	0	7.83727539462866	0	5.48595515757823	7.31812818474936
5P_tRNA-Thr-TGT-1-1	4.82121264224322	5.84795768550529	5.78849286845042	0	7.13551753167803	0	0	0	0	0	0	6.55920099626688	0	0	0	4.18829681786447	0	7.33114629405471	0	6.24572249046456	0	0	0	0	5.67674600445607	0	5.7918798054421	5.03578141366379	0	0	4.83391009524471	0	6.85874638969144	4.00786891984203	4.96660202473128	0	0	0	0	0	5.33410710117128	0	0	0	0	5.61554674226876	0	0	0	6.08540463102311	0	0	0	3.36461945808204	0	0	0	0	0
5P_tRNA-Thr-TGT-2-1	0	4.31224001996388	0	7.29199698403476	0	0	4.44267994849198	0	7.95546851247278	0	0	0	0	0	0	4.18829681786447	7.69863323996027	7.33114629405471	5.31798536054297	6.24572249046456	0	0	0	0	0	0	4.81768782631636	6.01362220174587	0	5.13950719743702	0	4.18780351567234	0	0	0	0	0	0	0	0	0	0	0	5.07935572491309	0	0	0	0	0	7.07474212986077	0	5.68010794583347	0	3.36461945808204	0	0	8.21938349572635	0	0
5P_tRNA-Thr-TGT-4-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.71951349201756	0	7.33114629405471	0	0	0	0	0	0	5.10581680291084	0	5.7918798054421	5.03578141366379	0	0	0	4.18780351567234	0	5.53177203116807	0	0	0	0	0	0	5.33410710117128	0	7.16369149159585	0	6.05381034286533	0	2.82383737707661	0	4.23284981887206	0	0	0	0	0	0	0	0	0	0
5P_tRNA-Trp-CCA-1-1	0	5.84795768550529	4.8143610080013	0	0	0	0	0	0	6.28935707873887	0	0	6.2481766851706	0	7.03982269443784	4.18829681786447	0	7.33114629405471	0	0	0	0	0	0	4.14711580717588	0	4.81768782631636	7.00241364119802	0	0	0	0	6.85874638969144	0	0	0	0	0	0	0	0	0	0	5.65002386973591	0	5.61554674226876	0	0	0	0	8.3085921658219	4.15035138968771	0	4.29283117424774	0	0	7.22421593053486	0	0
5P_tRNA-Trp-CCA-3-3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.33114629405471	0	0	0	6.51624538688094	0	0	0	0	4.81768782631636	5.03578141366379	0	0	0	4.18780351567234	0	0	0	0	5.80983676516216	0	0	0	6.31611326204071	0	0	4.12140816584521	0	0	0	0	0	7.07474212986077	0	0	0	0	0	0	7.22421593053486	0	0
5P_tRNA-Trp-CCA-5-1	0	7.70409447909432	6.77538275849764	0	0	0	4.44267994849198	5.96396623529933	7.95546851247278	0	0	0	0	0	6.0507454362995	7.57393136990002	9.2789584796884	7.33114629405471	0	0	0	4.00801182344413	0	0	4.14711580717588	0	6.3681360087105	8.45466693108824	0	0	0	4.18780351567234	7.85251774849373	0	0	4.30973516880555	0	0	0	0	5.33410710117128	7.48713363978931	6.17371866225589	5.07935572491309	0	0	4.66230394459321	0	6.75241119845897	0	0	5.68010794583347	0	5.56990659411337	0	0	0	4.51779249008501	0
5P_tRNA-Tyr-GTA-2-1	4.82121264224322	6.25671968838299	6.36472854638919	0	8.13037812410711	0	4.44267994849198	0	7.95546851247278	7.28010474521035	0	0	0	6.57023109303749	0	6.12768976514772	8.69515669236099	8.3266596176968	7.29060257066136	5.26461017598867	0	4.00801182344413	7.11546193973144	4.99675723287257	6.88293142031468	0	5.7918798054421	6.59112201281005	0	0	4.83391009524471	0	6.85874638969144	4.96231835315136	5.94334553816605	5.84536577980822	0	0	6.18204847047257	0	5.33410710117128	6.90618616425955	0	4.12140816584521	6.05381034286533	5.61554674226876	4.26613405980777	0	5.76573075878442	8.65255226374326	8.3085921658219	5.68010794583347	5.78837754987883	4.85304786772246	6.98247768824594	0	0	0	0
5P_tRNA-Tyr-GTA-5-2	0	5.27546487428144	0	0	0	0	0	0	0	0	0	0	0	0	0	5.71951349201756	7.69863323996027	0	0	0	0	0	7.11546193973144	0	0	0	4.81768782631636	6.59112201281005	0	0	0	0	0	0	4.96660202473128	4.30973516880555	0	0	0	0	5.33410710117128	5.9181646290821	0	0	0	0	0	0	5.76573075878442	7.07474212986077	8.3085921658219	0	0	3.36461945808204	0	0	0	0	0
5P_tRNA-Tyr-GTA-5-4	0	0	5.78849286845042	7.29199698403476	0	0	0	0	7.95546851247278	0	0	0	0	0	0	0	0	0	0	0	0	4.9624658404336	0	0	0	0	0	7.00241364119802	0	0	0	5.14766910448229	0	0	4.01201964617332	0	0	0	0	0	5.33410710117128	0	0	4.12140816584521	0	0	0	0	0	0	8.3085921658219	0	0	5.25555145199423	0	0	0	0	0
5P_tRNA-Tyr-GTA-5-5	0	0	0	7.29199698403476	0	0	0	0	0	0	0	0	0	5.58533407463231	0	4.18829681786447	0	0	0	0	0	0	0	0	4.14711580717588	0	0	0	0	0	0	0	0	0	0	0	6.79692004900776	0	0	0	0	0	6.17371866225589	0	0	5.61554674226876	0	0	0	6.08540463102311	0	4.15035138968771	0	3.36461945808204	0	0	0	5.48595515757823	0
5P_tRNA-Val-AAC-1-1	0	4.31224001996388	0	7.29199698403476	0	0	0	0	0	0	0	0	0	0	0	0	0	7.33114629405471	0	0	0	0	0	0	4.14711580717588	0	4.81768782631636	0	0	0	4.83391009524471	4.18780351567234	0	0	0	4.30973516880555	0	0	0	0	0	0	0	0	0	0	0	0	0	7.65613287951814	0	0	0	3.36461945808204	0	0	8.80273158110123	0	0
5P_tRNA-Val-AAC-1-5	5.79546816424908	7.41612448441427	8.67258298651153	0	0	0	5.98272169303901	5.96396623529933	0	0	8.4564065648612	0	7.23865556105255	5.58533407463231	7.03982269443784	9.19683143889182	7.69863323996027	8.91012345354641	6.87863339606215	0	8.87125755664548	0	0	5.97398562506698	10.0419497111435	8.22808009500111	8.22984688634811	8.57985509547853	0	0	4.83391009524471	4.18780351567234	8.43539804526646	4.96231835315136	7.73385611703583	5.2728952946189	5.80983676516216	0	6.18204847047257	5.3445241543007	7.88895396688209	0	7.16369149159585	8.21084313425248	0	5.61554674226876	6.08501564260699	6.83354583910078	7.74570501825687	9.38808311961035	8.3085921658219	6.08809376458357	7.76866585073993	6.55464037985231	0	7.03464403504051	7.22421593053486	6.06014714647248	0
5P_tRNA-Val-AAC-2-1	9.52610149011687	4.31224001996388	7.57708238587189	0	7.13551753167803	0	5.40912118708691	8.52953882722281	7.95546851247278	10.3593541929802	9.77586825165817	8.1339280524462	6.2481766851706	7.8830209203112	7.03982269443784	8.81056454807845	9.69341527189003	8.91012345354641	5.31798536054297	8.40078418363201	0	0	7.11546193973144	9.41239918116538	7.53055624220782	8.49031237020526	8.5767400597894	9.38559325090765	7.38485845774999	7.42831499235724	8.59351146085878	8.19876758533047	8.84939331453928	9.37688579401022	7.51259279115202	7.56465881607012	7.37755115016133	0	7.17207922762212	5.3445241543007	7.88895396688209	9.06672533273342	8.74193028365529	6.85590455558444	8.35825953340226	7.59330694037018	7.78067460084566	7.82720720066412	8.15906109038843	8.87443244232253	9.89051794613548	7.88022086916609	8.93491079664962	6.04662966093452	9.78002036098271	9.11366770680708	8.80273158110123	9.09988721585949	9.74370228618579
5P_tRNA-Val-AAC-6-1	0	5.84795768550529	9.01287536891625	0	7.13551753167803	0	7.55239431937377	5.96396623529933	8.95255948602296	6.28935707873887	0	8.1339280524462	0	5.58533407463231	6.0507454362995	6.7057582528382	0	9.32441103618262	6.87863339606215	6.24572249046456	7.29244348476966	4.9624658404336	0	0	8.38953717254055	0	7.09809853694262	7.00241364119802	0	5.13950719743702	6.79546350718123	6.12717529429819	6.85874638969144	0	6.9315751801566	0	7.37755115016133	0	7.17207922762212	6.32666057747112	7.62713633415049	5.9181646290821	6.17371866225589	4.12140816584521	6.05381034286533	0	5.22814880607827	6.83354583910078	7.86066508216804	8.39023469235398	0	5.68010794583347	6.77526638718071	6.2365440098789	7.97676198951559	0	8.80273158110123	4.51779249008501	6.99845847749197
5P_tRNA-Val-CAC-1-1	4.82121264224322	0	4.8143610080013	0	7.13551753167803	0	0	0	0	0	7.46050789801765	0	0	0	0	4.18829681786447	7.69863323996027	0	5.31798536054297	0	0	0	0	0	4.14711580717588	0	4.81768782631636	5.03578141366379	0	0	0	0	6.85874638969144	0	0	0	0	0	0	0	5.33410710117128	0	0	0	0	0	0	0	0	0	0	0	0	4.29283117424774	0	0	7.22421593053486	0	0
5P_tRNA-Val-CAC-1-4	0	5.84795768550529	0	0	0	0	0	0	0	0	0	0	0	5.58533407463231	6.0507454362995	5.14817632009443	0	0	5.31798536054297	0	0	0	0	0	6.40238584039503	0	5.7918798054421	6.01362220174587	0	0	4.83391009524471	4.18780351567234	0	0	5.53610193076937	0	5.80983676516216	0	0	0	5.33410710117128	5.9181646290821	6.17371866225589	4.12140816584521	0	0	2.82383737707661	5.84614017433962	5.19396597076141	6.08540463102311	0	4.15035138968771	5.78837754987883	6.04662966093452	0	0	7.22421593053486	0	0
5P_tRNA-Val-CAC-3-1	0	0	4.8143610080013	0	0	0	0	5.96396623529933	0	6.28935707873887	0	0	0	0	0	5.71951349201756	0	7.33114629405471	0	0	0	4.9624658404336	0	0	5.10581680291084	0	5.7918798054421	6.59112201281005	0	5.13950719743702	0	5.14766910448229	8.43539804526646	0	4.01201964617332	0	5.80983676516216	0	0	0	0	5.9181646290821	0	6.05786072666311	0	0	2.82383737707661	0	5.76573075878442	8.65255226374326	0	4.15035138968771	0	5.56990659411337	0	0	0	0	5.03191679950609
5P_tRNA-Val-CAC-6-1	0	5.27546487428144	0	7.29199698403476	7.13551753167803	0	4.44267994849198	5.96396623529933	7.95546851247278	0	7.46050789801765	0	0	0	0	0	8.69515669236099	7.33114629405471	0	0	0	4.9624658404336	8.11025045779864	0	0	0	4.81768782631636	7.32208953619845	0	0	0	0	0	0	5.53610193076937	0	0	0	0	4.37960113048283	0	0	0	5.07935572491309	0	0	4.26613405980777	0	5.19396597076141	10.8721250965235	9.30631522497409	4.15035138968771	0	6.81511463689019	0	0	0	0	0
5P_tRNA-Val-TAC-1-1	0	4.31224001996388	6.36472854638919	7.29199698403476	7.13551753167803	0	0	0	0	0	0	0	0	5.58533407463231	0	4.18829681786447	0	0	0	0	7.29244348476966	0	0	0	0	0	0	6.01362220174587	0	0	4.83391009524471	0	0	0	5.53610193076937	0	0	0	0	0	0	5.9181646290821	0	5.65002386973591	0	6.60075836562893	0	0	5.19396597076141	0	0	4.15035138968771	0	0	0	5.06728289869606	0	0	5.03191679950609
5P_tRNA-iMet-CAT-1-2	0	5.27546487428144	0	0	0	0	0	0	0	0	0	0	0	0	6.0507454362995	0	0	0	0	0	0	0	0	0	5.67674600445607	0	6.3681360087105	6.01362220174587	5.41052474179241	0	0	0	0	0	4.01201964617332	0	0	0	0	0	0	0	0	0	0	0	3.71818228871362	5.84614017433962	5.19396597076141	6.08540463102311	8.3085921658219	5.10914623826512	0	4.85304786772246	0	0	0	0	0
5P_tRNA-iMet-CAT-1-3	7.10172613318864	0	5.78849286845042	0	8.71362341235898	0	5.40912118708691	0	7.95546851247278	7.28010474521035	0	7.55153122875961	0	6.57023109303749	0	5.14817632009443	0	0	0	5.26461017598867	0	0	0	7.76485220403109	5.67674600445607	5.92527054387858	5.7918798054421	6.01362220174587	0	5.13950719743702	4.83391009524471	7.43666589411264	0	6.73623350409295	0	0	0	0	7.17207922762212	4.37960113048283	6.89502759598648	5.9181646290821	8.74193028365529	6.05786072666311	6.05381034286533	5.61554674226876	6.70552654966647	6.83354583910078	5.76573075878442	0	0	7.24618882550538	0	5.82787018992396	8.55981421409952	7.03464403504051	0	5.48595515757823	6.00969768903902
5P_tRNA-iMet-CAT-1-4	0	0	4.8143610080013	0	0	0	0	0	0	6.28935707873887	0	0	0	7.15012392616782	0	6.44548540669205	0	0	0	0	0	0	7.11546193973144	6.96246360148826	5.67674600445607	0	0	6.01362220174587	0	0	4.83391009524471	6.44496945981655	6.85874638969144	0	0	5.2728952946189	5.80983676516216	0	0	0	0	0	6.17371866225589	4.12140816584521	0	0	0	0	4.23284981887206	0	0	0	0	3.36461945808204	0	5.06728289869606	0	4.51779249008501	0
5P_tRNA-iMet-CAT-1-8	0	5.27546487428144	4.8143610080013	7.29199698403476	0	0	0	0	0	0	0	0	6.2481766851706	0	0	0	0	0	0	0	0	4.00801182344413	0	0	0	0	0	7.00241364119802	0	5.13950719743702	0	4.18780351567234	0	0	5.53610193076937	0	0	0	0	0	0	0	7.16369149159585	5.07935572491309	6.05381034286533	0	0	0	4.23284981887206	6.08540463102311	0	0	0	4.29283117424774	7.97676198951559	0	7.22421593053486	0	0
tRFdb-1024	12.161888214684	10.4087144279407	11.8814759227928	10.8684959960929	10.8264547667991	0	11.6698267975524	11.7739689098476	12.1978792049417	12.0784812236146	10.4533228953516	10.792561584465	9.93098957260891	12.1699912789444	12.5989048068707	11.9899058878991	12.0139487153755	10.3232854298205	11.4913128230359	12.3561424601209	12.1904102866317	5.53192111239347	11.8602956703934	12.049221345766	10.3863070458566	12.5014941762761	11.994773921458	12.8492938275915	11.9464217483015	11.653023546513	10.4558697569061	11.3548646160774	11.891036122079	10.8349358711639	11.1298053386405	11.1305513921299	11.2763215075675	0	10.7478423409169	11.6927132245429	12.5742531472936	13.5877115564862	13.1649784850427	10.8822951973037	11.5559696187555	11.7760528135949	12.2537254412271	13.2218710401591	12.2938437152465	12.9710705225317	12.6261909960428	11.1548252663643	11.0481186898362	11.5261110923035	11.4950854134708	11.6239682499251	10.5374339544278	11.9851367275697	12.1968917051791
